/mnt5/noy/fairseq/data/single_channel_1m
spec_0.wav	245
spec_1.wav	245
spec_2.wav	245
spec_3.wav	245
spec_4.wav	245
spec_5.wav	245
spec_6.wav	245
spec_7.wav	245
spec_8.wav	245
spec_9.wav	245
spec_10.wav	245
spec_11.wav	245
spec_12.wav	245
spec_13.wav	245
spec_14.wav	245
spec_15.wav	245
spec_16.wav	245
spec_17.wav	245
spec_18.wav	245
spec_19.wav	245
spec_20.wav	245
spec_21.wav	245
spec_22.wav	245
spec_23.wav	245
spec_24.wav	245
spec_25.wav	245
spec_26.wav	245
spec_27.wav	245
spec_28.wav	245
spec_29.wav	245
spec_30.wav	245
spec_31.wav	245
spec_32.wav	245
spec_33.wav	245
spec_34.wav	245
spec_35.wav	245
spec_36.wav	245
spec_37.wav	245
spec_38.wav	245
spec_39.wav	245
spec_40.wav	245
spec_41.wav	245
spec_42.wav	245
spec_43.wav	245
spec_44.wav	245
spec_45.wav	245
spec_46.wav	245
spec_47.wav	245
spec_48.wav	245
spec_49.wav	245
spec_50.wav	245
spec_51.wav	245
spec_52.wav	245
spec_53.wav	245
spec_54.wav	245
spec_55.wav	245
spec_56.wav	245
spec_57.wav	245
spec_58.wav	245
spec_59.wav	245
spec_60.wav	245
spec_61.wav	245
spec_62.wav	245
spec_63.wav	245
spec_64.wav	245
spec_65.wav	245
spec_66.wav	245
spec_67.wav	245
spec_68.wav	245
spec_69.wav	245
spec_70.wav	245
spec_71.wav	245
spec_72.wav	245
spec_73.wav	245
spec_74.wav	245
spec_75.wav	245
spec_76.wav	245
spec_77.wav	245
spec_78.wav	245
spec_79.wav	245
spec_80.wav	245
spec_81.wav	245
spec_82.wav	245
spec_83.wav	245
spec_84.wav	245
spec_85.wav	245
spec_86.wav	245
spec_87.wav	245
spec_88.wav	245
spec_89.wav	245
spec_90.wav	245
spec_91.wav	245
spec_92.wav	245
spec_93.wav	245
spec_94.wav	245
spec_95.wav	245
spec_96.wav	245
spec_97.wav	245
spec_98.wav	245
spec_99.wav	245
spec_100.wav	245
spec_101.wav	245
spec_102.wav	245
spec_103.wav	245
spec_104.wav	245
spec_105.wav	245
spec_106.wav	245
spec_107.wav	245
spec_108.wav	245
spec_109.wav	245
spec_110.wav	245
spec_111.wav	245
spec_112.wav	245
spec_113.wav	245
spec_114.wav	245
spec_115.wav	245
spec_116.wav	245
spec_117.wav	245
spec_118.wav	245
spec_119.wav	245
spec_120.wav	245
spec_121.wav	245
spec_122.wav	245
spec_123.wav	245
spec_124.wav	245
spec_125.wav	245
spec_126.wav	245
spec_127.wav	245
spec_128.wav	245
spec_129.wav	245
spec_130.wav	245
spec_131.wav	245
spec_132.wav	245
spec_133.wav	245
spec_134.wav	245
spec_135.wav	245
spec_136.wav	245
spec_137.wav	245
spec_138.wav	245
spec_139.wav	245
spec_140.wav	245
spec_141.wav	245
spec_142.wav	245
spec_143.wav	245
spec_144.wav	245
spec_145.wav	245
spec_146.wav	245
spec_147.wav	245
spec_148.wav	245
spec_149.wav	245
spec_150.wav	245
spec_151.wav	245
spec_152.wav	245
spec_153.wav	245
spec_154.wav	245
spec_155.wav	245
spec_156.wav	245
spec_157.wav	245
spec_158.wav	245
spec_159.wav	245
spec_160.wav	245
spec_161.wav	245
spec_162.wav	245
spec_163.wav	245
spec_164.wav	245
spec_165.wav	245
spec_166.wav	245
spec_167.wav	245
spec_168.wav	245
spec_169.wav	245
spec_170.wav	245
spec_171.wav	245
spec_172.wav	245
spec_173.wav	245
spec_174.wav	245
spec_175.wav	245
spec_176.wav	245
spec_177.wav	245
spec_178.wav	245
spec_179.wav	245
spec_180.wav	245
spec_181.wav	245
spec_182.wav	245
spec_183.wav	245
spec_184.wav	245
spec_185.wav	245
spec_186.wav	245
spec_187.wav	245
spec_188.wav	245
spec_189.wav	245
spec_190.wav	245
spec_191.wav	245
spec_192.wav	245
spec_193.wav	245
spec_194.wav	245
spec_195.wav	245
spec_196.wav	245
spec_197.wav	245
spec_198.wav	245
spec_199.wav	245
spec_200.wav	245
spec_201.wav	245
spec_202.wav	245
spec_203.wav	245
spec_204.wav	245
spec_205.wav	245
spec_206.wav	245
spec_207.wav	245
spec_208.wav	245
spec_209.wav	245
spec_210.wav	245
spec_211.wav	245
spec_212.wav	245
spec_213.wav	245
spec_214.wav	245
spec_215.wav	245
spec_216.wav	245
spec_217.wav	245
spec_218.wav	245
spec_219.wav	245
spec_220.wav	245
spec_221.wav	245
spec_222.wav	245
spec_223.wav	245
spec_224.wav	245
spec_225.wav	245
spec_226.wav	245
spec_227.wav	245
spec_228.wav	245
spec_229.wav	245
spec_230.wav	245
spec_231.wav	245
spec_232.wav	245
spec_233.wav	245
spec_234.wav	245
spec_235.wav	245
spec_236.wav	245
spec_237.wav	245
spec_238.wav	245
spec_239.wav	245
spec_240.wav	245
spec_241.wav	245
spec_242.wav	245
spec_243.wav	245
